user_id,JSS_Basic,JSS_Evn,JSS
NFP2441,20.35,-3.08751815704,0.928265725408,
ADR1517,9.51,-3.14196040695,0.41081325695,
MWB4000,9.06,-3.10786031821,0.40495019362,
MLS2856,18.47,-3.09441720487,0.836716972651,
BTR2026,13.25,-3.10249410317,0.595415051699,
ZCT1009,12.23,-3.06499312961,0.570580406098,
BDW1459,5.22,-3.08586548935,0.238504264703,
FAJ3101,19.49,-3.12772930622,0.853996833798,
CLR1239,22.67,-3.09976056733,1.02150997185,
LOP1708,13.45,-3.12896524272,0.588613129756,
GKK2422,13.7,-3.1250013938,0.60193515166,
MYB3817,19.04,-3.072770794,0.881413187548,
JBO2839,13.38,-3.05789922913,0.628676681425,
JTC0941,17.96,-3.09058621887,0.816736174587,
IKA2925,1.74,-3.11801109594,0.0769864395238,
JSN1905,14.5,-3.10486598469,0.650042628936,
JRL2365,5.19,-3.08203608983,0.238043370564,
GJB0850,19.19,-3.13033387131,0.838664476521,
LMD2804,16.75,-3.13220177458,0.730662577337,
KMB3003,12.64,-3.07147410315,0.585899084823,
LWV1525,20.04,-3.14286529455,0.864905507128,
RBB3867,13.62,-3.10944990771,0.607799265479,
ARF0575,9.79,-3.08174517748,0.449156580262,
WSC2981,7.8,-3.09155140591,0.354365053643,
HKT1778,16.24,-3.12048193149,0.716766899344,
MAS3218,14.48,-3.14291348123,0.624911590614,
MJG2304,12.34,-3.11539616772,0.547413867535,
CCH1508,16.34,-3.14297081407,0.705142954324,
HDN2609,11.61,-3.07883217165,0.534210471688,
FCM3926,13.52,-3.05747195033,0.635526252179,
DMR0336,15.45,-3.04206772493,0.737522471365,
XAB0936,6.1,-3.09009724196,0.277534932515,
LCB2041,16.6,-3.1305359798,0.725326569804,
ZJB0552,11.2,-3.07841950061,0.51555786978,
AKP3573,16.24,-3.10298337901,0.729419662211,
JRA0522,5.2,-3.06976665277,0.241446339521,
RLS1738,8.68,-3.15001902887,0.371949383361,
CWK2870,10.0,-3.09284622374,0.453726297923,
BRH1107,5.81,-3.1349394132,0.252748882529,
TEF3555,20.5,-3.08727595523,0.935334491187,
GEH0420,11.76,-3.10198565091,0.528727708464,
VCV2521,12.5,-3.13843698215,0.54188128232,
LJR0253,14.95,-3.08969851822,0.680459333519,
RPH2326,7.94,-3.11274511273,0.353160787364,
FJO1828,9.6,-3.08322891784,0.439786534187,
JIG1936,8.31,-3.13626598559,0.361025611667,
OAS0991,4.27,-3.13638513903,0.185486845762,
CRT2273,14.72,-3.07277273101,0.681427362879,
KGR2815,10.43,-3.13628220394,0.453121066189,
ACH1910,3.92,-3.10595051424,0.175545175238,
WDS2197,7.83,-3.13213534516,0.341580181596,
TJM0328,14.24,-2.41595293793,1.27137878374,
JJS2973,7.7,-3.09270001555,0.349420333784,
UDW0487,6.46,-3.10734414554,0.288888399096,
SHB2106,10.96,-3.11200503507,0.487847338238,
PCT1234,14.52,-3.09492580448,0.657441958362,
KAV2926,9.89,-3.11901119056,0.437146436555,
ADS0763,7.01,-3.13645227293,0.304490749414,
SKG1731,12.6,-3.14683440403,0.541648728488,
ISJ1479,14.02,-3.0778654829,0.645725620629,
CAG2236,14.52,-3.12997632099,0.634797447306,
YKW3832,17.78,-3.07832286558,0.818527212861,
