user_id,JSS_Basic,JSS_Evn,JSS
PTS2487,-1.01,-3.09155658012,-0.0458854938831,
IMS2191,-0.54,-3.1294645483,-0.0236202546364,
ACH1405,-0.5,-3.10752516251,-0.0223557360779,
KMW0259,-0.47,-3.1224964585,-0.0207021226025,
CCG1025,-0.32,-3.02993380728,-0.0154620276401,
ETM2542,-0.17,-3.09681778662,-0.00768277377387,
ALB2395,0.02,-3.14411665524,0.000862099675923,
BOH1751,0.29,-3.13936977895,0.0125599244266,
TBM3829,0.38,-3.07401024355,0.0175694396485,
RHM3909,0.62,-3.0574099568,0.0291457621441,
MBL2383,0.65,-3.0980493527,0.0293391561197,
SAP2173,0.78,-3.12921693467,0.0341265947501,
JLW2924,1.0,-3.11802721877,0.0442443668362,
FCB0563,0.99,-3.08167366277,0.0454235766788,
KAC2449,1.12,-3.13644129496,0.0486495553748,
DKF2721,1.07,-3.06931231375,0.0497048052584,
BJM2491,1.15,-3.1150229277,0.0510341131113,
ZDH2905,1.37,-3.11813216119,0.0606084218373,
DHG0533,1.4,-3.06994626638,0.0649931090218,
AKC3739,1.4,-3.06935832676,0.065031332281,
KLD2255,1.5,-3.07669553091,0.0691670681924,
MNB3094,1.64,-3.074949353,0.0757548272036,
IKA2925,1.74,-3.11801109594,0.0769864395238,
JZM1335,1.7,-3.08789883236,0.0775160256595,
VDH0766,1.87,-3.13603975819,0.0812600049652,
XSR3526,1.82,-3.0954798377,0.082360993285,
WYC2416,2.1,-3.12882301428,0.0919154938144,
SDM3560,2.07,-3.10275418471,0.0929953694958,
GES2626,2.21,-3.14880983175,0.0948159802185,
BJH3294,2.02,-3.05819774737,0.0948839952699,
KAG0689,2.18,-3.13274693416,0.0950433612451,
IEG2687,2.23,-3.14586657227,0.0959560517317,
ISS0949,2.26,-3.09545339345,0.102275146765,
GIT2266,2.22,-3.07597227055,0.102441325888,
MRS1520,2.49,-3.14211546198,0.107546415608,
KTL2843,2.29,-3.05817131159,0.107569353131,
SBH3683,2.47,-3.12652600139,0.108358744225,
PKH0730,2.43,-3.10839720033,0.108554172707,
KCC2434,2.43,-3.09073889579,0.110488079857,
FFP3169,2.57,-3.1416022572,0.111058703368,
AGB3303,2.54,-3.11951470186,0.11221365165,
DAT1981,2.49,-3.09290662176,0.112971024751,
HHG1038,2.55,-3.10552486563,0.114242544602,
MNN1167,2.66,-3.14467330181,0.114595449976,
HMV2340,2.6,-3.1153733584,0.115341046994,
HMC0592,2.54,-3.0544389145,0.119758886885,
IMS0862,2.74,-3.12885820094,0.119923615001,
BBC3733,2.6,-3.0694921392,0.120756314457,
ASG0072,2.79,-3.13606336631,0.121235327054,
CWR0043,2.79,-3.12863981331,0.122138672798,
ROA3171,2.83,-3.14175370765,0.122275694103,
BPN3051,2.74,-3.09794161274,0.123689152881,
AVH2360,2.74,-3.08195871461,0.125681946902,
SKF2105,2.87,-3.11205386649,0.127742106977,
JKC2754,2.97,-3.14410540426,0.128023242253,
ACW0426,2.87,-3.10398188696,0.128777411507,
JIW2086,2.91,-3.11592098634,0.129022573036,
YCL0650,2.88,-3.10259788065,0.129405086868,
KEC2465,2.86,-3.08434297907,0.130873855576,
QGS3009,3.07,-3.13729665346,0.133237891333,
INR0927,2.93,-3.09001300811,0.133318992167,
MMA1255,2.94,-3.07095712522,0.136347631051,
CBJ0683,3.15,-3.12954766024,0.137773367625,
PKR1145,3.18,-3.13484181395,0.138351100661,
KBP2753,2.87,-3.03222529191,0.138357652434,
HZM3056,3.21,-3.12145151417,0.14153891571,
CLM1874,3.27,-3.13559504381,0.142159578672,
FGS3275,3.07,-3.05815552673,0.144210972451,
TBM0932,3.19,-3.09009428542,0.145137549551,
RHR2835,3.1,-3.05839196526,0.145585774038,
RHF0046,3.35,-3.1291740635,0.146575632981,
KKB2094,3.33,-3.10537929616,0.149209041651,
AWB2282,3.24,-3.07673456505,0.149395035675,
JPF1296,3.36,-3.11084271427,0.149732974646,
NSB1016,3.51,-3.14080588451,0.151800237868,
BJG0662,3.47,-3.12487219867,0.152480645657,
HBS0255,3.39,-3.08918587242,0.154377257068,
REF3266,3.39,-3.08688658435,0.15473262324,
LSL0337,3.27,-3.04013461707,0.15639903325,
RSV3166,3.62,-3.14169304381,0.156418680421,
DMS1977,3.43,-3.08617560785,0.156669725813,
CAP2283,3.56,-3.11580576537,0.157860235874,
KAG2599,3.45,-3.08194747834,0.15825094486,
MQR1657,3.65,-3.13691126465,0.15847093196,
XHR2377,3.71,-3.14385264167,0.159961716372,
VPS3185,3.72,-3.1415488837,0.160762812357,
NSM1464,3.49,-3.07584880598,0.161065032052,
JAC2001,3.74,-3.13492570733,0.162701166377,
BRS0333,3.57,-3.08693174818,0.162941155528,
SAH2292,3.75,-3.1159076818,0.166268414476,
LJH0866,3.81,-3.12887531077,0.166752246563,
SKS0339,3.49,-3.04020027752,0.166910332599,
WBS1592,3.88,-3.13782343196,0.16830318081,
ABM3776,3.83,-3.12166989069,0.168839775539,
MFD2890,3.81,-3.11479150709,0.169117368328,
CMD0613,3.69,-3.08156782586,0.169323978309,
ZDC2523,3.92,-3.13820481556,0.169973427706,
EUC1051,4.03,-3.15330189254,0.172124794371,
JBW0109,3.75,-3.0785181091,0.172602801531,
KKC2119,3.81,-3.09056620466,0.17326431544,
DSB2734,3.6,-3.03236055481,0.173526195316,
GJM2800,4.02,-3.13428405144,0.174994252438,
TSL2699,3.95,-3.11525825186,0.175249838792,
VQS3246,3.82,-3.08026713415,0.175517467427,
ACH1910,3.92,-3.10595051424,0.175545175238,
GCL1782,3.98,-3.12058754142,0.17564230286,
JSH1070,4.05,-3.13563168397,0.176062751856,
MRH2722,3.8,-3.06945847554,0.176495939452,
OTD1228,3.92,-3.09932003383,0.176712991395,
RBH3142,3.88,-3.08537952895,0.177365203527,
HJG3868,4.01,-3.1176446003,0.177487808136,
BAC2914,4.05,-3.11943114929,0.178938292328,
SKP3263,3.92,-3.08679213076,0.178940760122,
BBH3779,4.06,-3.12128683841,0.179047550208,
KQD0274,4.11,-3.13327795606,0.179092127361,
SWA1824,3.92,-3.08363079285,0.179507347446,
BEW1426,4.0,-3.1022794957,0.179786519527,
UAS2829,3.83,-3.05832782612,0.179880412673,
ANC1319,3.99,-3.09647607972,0.180380846603,
EGP2104,4.07,-3.11229999501,0.181108859364,
LIG2813,4.17,-3.1359380772,0.181223891705,
WEV2867,4.02,-3.0970663914,0.181629843698,
CNC1177,4.23,-3.14515561586,0.182144741902,
AFB1626,4.22,-3.140446861,0.182571804697,
SCP1116,3.98,-3.08176153904,0.182595908177,
JMH2517,4.23,-3.13849948978,0.183361164107,
CJS1986,4.05,-3.0930606618,0.183719749929,
OAS0991,4.27,-3.13638513903,0.185486845762,
JCC1381,4.03,-3.07549996819,0.18605115946,
SMO0458,4.26,-3.12852433079,0.186512844583,
LBM0614,4.07,-3.08152552406,0.186769036466,
RMP3510,4.18,-3.09938755341,0.188421028491,
CNT0946,4.16,-3.09016537513,0.189256829362,
PSD1409,4.26,-3.10738142246,0.190498251644,
ICH2378,4.14,-3.07874310138,0.190510624648,
MCN0985,4.25,-3.10419504294,0.190657613317,
DMD0486,4.27,-3.10756492421,0.190910395032,
MME3399,4.45,-3.14857234611,0.19096440111,
CSB2910,4.32,-3.11804545585,0.191132179007,
BJW2134,4.35,-3.12005052379,0.192073978075,
DJS1271,4.47,-3.14191359437,0.19310422967,
CRP3682,4.45,-3.12660178048,0.195206426226,
MPY0478,4.39,-3.10759733293,0.196269197423,
ABH2671,4.37,-3.09413213582,0.198023587477,
RJG3325,4.53,-3.12958570072,0.198123687055,
HMR0098,4.3,-3.06980107551,0.199650677347,
NWH2076,4.51,-3.11637095067,0.199872863481,
KOM1306,4.43,-3.09741456875,0.200084603437,
IBM1700,4.5,-3.11086479581,0.200530805823,
HMB0805,4.44,-3.09101464041,0.201823795055,
WNR0661,4.62,-3.1249913754,0.202990384043,
BDJ3001,4.51,-3.10047651368,0.203075111666,
ATH0720,4.56,-3.10227516611,0.20495751964,
MCC0856,4.69,-3.1287633993,0.20529017419,
LER3942,4.7,-3.13068962065,0.205331997066,
NLP0155,4.7,-3.12536341673,0.206428554807,
NHY0685,4.77,-3.1327207493,0.207967295587,
JKD1115,4.54,-3.08217166017,0.208202389044,
NTE3084,4.7,-3.11329956018,0.208933961327,
PSH3834,4.58,-3.08448428823,0.209551595626,
HIP0148,4.75,-3.11230423658,0.21136693688,
FBM2755,4.91,-3.14411746507,0.211645299042,
LAE1350,4.87,-3.13307524549,0.21225194112,
LCP0572,4.64,-3.08157716036,0.212914884989,
YLL0795,4.7,-3.091329566,0.213575034741,
BYS3626,4.87,-3.12678491207,0.21359128464,
BRM0843,4.92,-3.13203839566,0.214653567331,
MSS3335,4.91,-3.12976424686,0.214704995921,
LHH2148,4.87,-3.12010477934,0.215022879069,
JQS2908,4.86,-3.11794156089,0.215046042423,
KCD0181,4.91,-3.12501558368,0.215726982245,
GCM0813,4.96,-3.13311615441,0.216165618309,
RAB0455,4.86,-3.1123432056,0.216253322811,
OGW0251,4.98,-3.13544680107,0.216532005723,
NHD2497,4.9,-3.11521942021,0.217406976304,
YDE3069,4.95,-3.12145735297,0.218259670408,
DKW1659,5.03,-3.13716150585,0.218331326919,
STR3896,4.95,-3.11766200249,0.219089616323,
CST2863,4.85,-3.09680069344,0.219188763092,
GKB1150,5.04,-3.13475247405,0.219293033298,
CDM2075,4.95,-3.11629811297,0.219388634223,
MTW3317,5.0,-3.12173371059,0.220403394969,
CUP2764,5.15,-3.14424057419,0.221963159404,
CIR1367,5.08,-3.13019516959,0.22204306976,
FRG1576,5.08,-3.12985222492,0.222119231307,
NSC3036,4.92,-3.09757959334,0.222179189487,
SJS1014,5.13,-3.13808700289,0.222465923102,
CKB0596,4.73,-3.05454667036,0.222991535006,
MSP3845,4.93,-3.0936788626,0.223500891853,
TTR0045,5.11,-3.12874730102,0.223677969694,
YJP2791,5.17,-3.13825348164,0.224163228662,
PLJ1771,5.17,-3.13522099333,0.224844032776,
