user_id,JSS_Basic,JSS_Evn,JSS
WNR0091,-0.0271184210526,5.95959705575,-10.5071399087,
PTS2487,-0.0942631578947,3.77655029414,-4.11601490028,
BJM2491,-0.0769473684211,3.01638336991,-1.57105874518,
ETM2542,-0.0790394736842,2.69828035579,-1.17406545228,
KCC2434,-0.0645394736842,2.86112396688,-1.12822513352,
KMW0259,-0.0647631578947,2.49218529396,-0.782835186947,
IEG2687,-0.0579078947368,2.50995597079,-0.712521222252,
IMS2191,-0.0535657894737,2.51716079861,-0.663860081623,
DHG0533,-0.0217105263158,3.35681466491,-0.623040728541,
BBC3733,-0.0300131578947,2.9688576474,-0.584346149743,
YCL0650,-0.0153684210526,3.56588105369,-0.543590321025,
TBM3829,-0.0494605263158,2.34587518992,-0.516486986757,
KBP2753,-0.00935526315789,3.94328048987,-0.482615166522,
ZDH2905,-0.0321578947368,2.61563243949,-0.439786956332,
FCB0563,-0.0579736842105,1.92216972686,-0.396295012095,
AKC3739,-0.0195263157895,2.97377360483,-0.382044345005,
AGB3303,-0.0321578947368,2.44486021501,-0.370746371856,
NHY0685,-0.0201578947368,2.82539598051,-0.340015767157,
ALB2395,-0.0200526315789,2.68794993625,-0.294803883101,
KAG0689,-0.0123552631579,2.82571179812,-0.208469747969,
JKC2754,-0.0119078947368,2.82098905372,-0.199974659724,
HMC0592,-0.00830263157895,3.13572049914,-0.191003742367,
RHR2835,-0.00531578947368,3.50898154536,-0.177622956724,
KTL2843,-0.00465789473684,3.50726179704,-0.155372486062,
PKR1145,-0.0135394736842,2.42394519666,-0.152864910308,
VDH0766,-0.00842105263158,2.71944878517,-0.127763847848,
DAT1981,-0.0133157894737,2.15128176971,-0.11446078546,
MBL2383,-0.00701315789474,2.78834679986,-0.11399275386,
BRM0843,-0.004,2.60425490973,-0.0540845882938,
CRP3682,-0.00326315789474,2.20924590836,-0.0297235991432,
HGD1664,-0.002,2.53334345131,-0.0251910968344,
BOH1751,-0.002,2.47914926447,-0.0238622197599,
EGP2104,-0.00190789473684,2.25301129257,-0.0181561926382,
AFH1757,-0.000986842105263,2.46573175939,-0.0116171973757,
SJL3355,0.000144736842105,2.53477729035,0.00182565572315,
KCL2310,0.00228947368421,2.23338526705,0.0213639992202,
MRS1520,0.00375,2.54480449323,0.0477777635332,
SAP2173,0.00421052631579,2.52253677002,0.0524638533854,
LWB2851,0.00432894736842,2.73075872212,0.0664256404033,
KKC2119,0.00851315789474,2.0566484557,0.0665704915748,
CDW2000,0.00294736842105,3.17679194816,0.0706476368396,
JRA0522,0.00335526315789,3.35752382743,0.0963564207313,
SCP1116,0.00403947368421,3.32631202168,0.112440751433,
BJH3294,0.0128815789474,2.17876943748,0.113814250705,
WBS1592,0.00977631578947,2.49478192189,0.118480054069,
SBH3683,0.0133421052632,2.21064934085,0.121701847995,
TAM2031,0.0106842105263,2.44138421106,0.122750177283,
KCD0181,0.00577631578947,3.07377418877,0.124903352914,
WTG2109,0.0140526315789,2.24873247343,0.133158766939,
HDC0789,0.0110394736842,2.49705554331,0.134092908873,
JZM1335,0.00411842105263,3.56896076546,0.146120352703,
GCL1782,0.0209473684211,2.03914918918,0.160961018621,
ISS0949,0.00944736842105,2.85394328502,0.163969348962,
HHG1038,0.00990789473684,2.81592230953,0.165546843497,
HIP0148,0.0225,2.06476477984,0.177377475032,
SVM0077,0.0214473684211,2.11642098196,0.178042615663,
KAC2449,0.01625,2.4481244982,0.187957788238,
QGS3009,0.0179473684211,2.39954217601,0.197746453876,
GES2626,0.0126315789474,2.82455332664,0.212885246311,
SWA1824,0.0228947368421,2.23269914156,0.213493458634,
CWR0043,0.02625,2.1406881483,0.223263823527,
YDM2537,0.0152894736842,2.69508768276,0.226388438852,
JLW2924,0.0166447368421,2.61669666384,0.227873516929,
WYC2416,0.0232631578947,2.28947348289,0.229601313628,
SWE3155,0.0285,2.1253275013,0.238705742051,
AAS2987,0.0169473684211,2.69094804984,0.249899944616,
BWW1159,0.0204342105263,2.51748545641,0.253330747994,
FGS3275,0.0286973684211,2.17925366272,0.253676311116,
ACH1910,0.0369605263158,1.96893702966,0.264750405597,
NSC0237,0.0241315789474,2.40221560855,0.266596671076,
UYW1162,0.0216315789474,2.51865489582,0.268488781553,
GIT2266,0.0135394736842,3.00745448536,0.273982402785,
ASG0072,0.0239605263158,2.4659063008,0.2821147887,
CSW3811,0.0270921052632,2.34592914043,0.282922075227,
ACH1405,0.0132368421053,3.08496771329,0.289446860392,
ANH3059,0.0295,2.28758958843,0.290609328596,
UCW2995,0.0451842105263,1.87373746712,0.294266308419,
TBM0932,0.00818421052632,3.61186963859,0.303104124303,
CBC0952,0.0176973684211,2.85736460122,0.308209748545,
