user_id,JSS_Basic,JSS_Evn,JSS
PTS2487,19.0,-154.853963515,19.0,
BJM2491,26.0,-171.50038808,26.0,
IMS2191,26.0,-183.551021905,26.0,
KMW0259,27.0,-183.271201697,27.0,
KAC2449,28.0,-184.809683966,28.0,
TBM3829,29.0,-188.331669046,29.0,
ZDH2905,30.0,-180.451468172,30.0,
AKC3739,30.0,-174.865849783,30.0,
MBL2383,31.0,-178.742563966,31.0,
HMC0592,32.0,-171.71038986,32.0,
HHG1038,32.0,-177.073858937,32.0,
JKC2754,32.0,-175.625648363,32.0,
IEG2687,32.0,-181.936831795,32.0,
DHG0533,32.0,-165.552966943,32.0,
GIT2266,33.0,-173.115696449,33.0,
AGB3303,34.0,-183.399818571,34.0,
BBC3733,35.0,-174.979783116,35.0,
YLL0795,37.0,-161.976108363,37.0,
ETM2542,37.0,-179.652748363,37.0,
NLP0155,37.0,-168.633280491,37.0,
JRA0522,38.0,-165.543819402,38.0,
CWR0043,38.0,-192.116125604,38.0,
VDH0766,38.0,-178.30598735,38.0,
SDM3560,38.0,-159.26581729,38.0,
YCL0650,38.0,-159.969052189,38.0,
CMD0613,38.0,-168.830200684,38.0,
WYC2416,38.0,-188.558925604,38.0,
JPF1296,39.0,-182.433952664,39.0,
BOH1751,39.0,-181.61343989,39.0,
RHR2835,39.0,-161.613948571,39.0,
TSL2699,39.0,-176.783645333,39.0,
KCC2434,39.0,-176.877746656,39.0,
ANC1319,39.0,-183.359208363,39.0,
MNN1167,39.0,-168.071321697,39.0,
ACH1910,40.0,-196.210040791,40.0,
RJG3325,40.0,-174.173906115,40.0,
TBM0932,40.0,-157.833780522,40.0,
EGP2104,40.0,-188.732107503,40.0,
RSV3166,40.0,-182.434707503,40.0,
FFP3169,40.0,-182.1902946,40.0,
BJG0662,40.0,-170.91221503,40.0,
LSL0337,41.0,-174.280046466,41.0,
QGS3009,41.0,-185.315498571,41.0,
APP2488,41.0,-154.725636242,41.0,
MMA1255,41.0,-163.725732664,41.0,
HMB0805,41.0,-174.855591374,41.0,
NSB1016,42.0,-179.558678307,42.0,
IMS0862,42.0,-179.859821905,42.0,
KQD0274,42.0,-188.714708363,42.0,
INR0927,42.0,-157.828291997,42.0,
MCC0856,42.0,-179.883961905,42.0,
LGJ2710,43.0,-180.329537016,43.0,
TNS1233,43.0,-193.411702906,43.0,
FGS3275,43.0,-191.555148221,43.0,
LCP0572,43.0,-197.493408363,43.0,
HIP0148,43.0,-194.26142735,43.0,
JSB2942,43.0,-197.959131816,43.0,
RHF0046,43.0,-192.090757183,43.0,
KOM1306,44.0,-183.959068363,44.0,
FTF1665,44.0,-181.6886708,44.0,
WAH3836,44.0,-179.350929597,44.0,
DMD0486,44.0,-191.725984838,44.0,
ALL0289,44.0,-92.41385,44.0,
ZDC2523,44.0,-178.7930946,44.0,
BDW1459,45.0,-159.187748363,45.0,
NSM1464,45.0,-158.462664747,45.0,
PLJ1771,45.0,-167.592405604,45.0,
BRS0333,45.0,-196.455467519,45.0,
CLM1874,45.0,-172.034501051,45.0,
DWB3085,45.0,-170.184366141,45.0,
REF3266,45.0,-167.849038571,45.0,
LJH2619,45.0,-194.411708363,45.0,
CAS1702,45.0,-164.032411161,45.0,
SJL3355,45.0,-182.915043116,45.0,
MCS0512,46.0,-175.996191795,46.0,
TTR0045,46.0,-192.00665192,46.0,
APH2985,46.0,-180.755288172,46.0,
TTL3088,46.0,-179.607370586,46.0,
HSS3959,46.0,-180.955186007,46.0,
BDJ3001,46.0,-179.164045986,46.0,
JBW0109,46.0,-171.39901503,46.0,
CBC0952,46.0,-176.899938596,46.0,
CCG1025,46.0,-145.40797027,46.0,
JSG3377,46.0,-182.899569783,46.0,
SAV3457,47.0,-181.590874048,47.0,
FCB0563,47.0,-197.656848363,47.0,
ALB2395,47.0,-177.599862342,47.0,
CNC1177,47.0,-167.397181697,47.0,
MNS1394,47.0,-190.403263099,47.0,
DKF2721,47.0,-180.350098718,47.0,
KAG0689,47.0,-176.531648363,47.0,
NHY0685,48.0,-176.54031503,48.0,
HMV2340,48.0,-166.712776449,48.0,
NWH2076,48.0,-182.423239143,48.0,
AAS2987,48.0,-180.807921505,48.0,
MRS1520,48.0,-181.583863117,48.0,
CDW2000,48.0,-168.222210729,48.0,
WEV2867,48.0,-180.185871622,48.0,
KKB2094,48.0,-163.75999659,48.0,
MGG0080,49.0,-166.948058462,49.0,
JBL2993,49.0,-180.811641505,49.0,
STR3896,49.0,-167.548767843,49.0,
DKW1659,49.0,-181.72585724,49.0,
BPN3051,49.0,-160.857325604,49.0,
NGS2820,49.0,-183.566888571,49.0,
GRA0329,49.0,-117.424885714,49.0,
KKC2119,49.0,-192.887559116,49.0,
KBP2753,49.0,-150.869126858,49.0,
BWW1159,49.0,-183.077501052,49.0,
RHM3909,49.0,-158.078673187,49.0,
KLD2255,49.0,-173.677169783,49.0,
BJH3294,49.0,-191.566228922,49.0,
TCH2233,50.0,-185.195515238,50.0,
CST2863,50.0,-180.163817385,50.0,
NTE3084,50.0,-170.249583919,50.0,
JLW2924,50.0,-180.428554839,50.0,
AKL1305,50.0,-183.884748363,50.0,
KCD0181,50.0,-170.933690585,50.0,
XSR3526,50.0,-163.067159663,50.0,
RAA3570,50.0,-159.306746103,50.0,
BHK2196,50.0,-183.442035238,50.0,
CDM2075,50.0,-182.500685952,50.0,
KEF0629,50.0,-175.849240684,50.0,
HUM0431,50.0,-106.4939,50.0,
JCC1381,50.0,-174.089171795,50.0,
AZB1225,50.0,-193.452174017,50.0,
KJP1326,51.0,-159.756732544,51.0,
BYS3626,51.0,-192.795112962,51.0,
DMS1977,51.0,-187.515834888,51.0,
BJW2134,51.0,-187.454748363,51.0,
SED0972,51.0,-188.199780522,51.0,
BEW1426,51.0,-190.836881697,51.0,
SAP2173,51.0,-183.426561905,51.0,
VIB2070,51.0,-193.535400684,51.0,
SKM1369,51.0,-174.430502906,51.0,
KNS2828,51.0,-161.515468571,51.0,
UYW1162,51.0,-183.053526858,51.0,
NSC0237,51.0,-186.870654017,51.0,
KTL2843,51.0,-161.670578571,51.0,
CMM1068,51.0,-181.513618713,51.0,
JAW3813,51.0,-188.243970686,51.0,
BRH1107,52.0,-185.237971795,52.0,
ELB0033,52.0,-127.277725604,52.0,
RBH3142,52.0,-171.567228363,52.0,
PKH0730,52.0,-165.088819621,52.0,
NMW0896,52.0,-167.180608571,52.0,
PIP3915,52.0,-158.062478315,52.0,
LQC3780,52.0,-181.551809783,52.0,
CAB3121,52.0,-164.664800531,52.0,
NHD2497,52.0,-171.10759659,52.0,
QMV2796,52.0,-183.596468232,52.0,
KCL2310,52.0,-189.146593637,52.0,
IRS1337,52.0,-159.72461729,52.0,
ZAP1762,52.0,-164.035985604,52.0,
JGN1767,52.0,-167.534825604,52.0,
SAM2567,52.0,-165.226510633,52.0,
AWB2282,52.0,-173.670363116,52.0,
MNC0433,53.0,-72.8931333333,53.0,
