NFP2441,1,0,0,0,1,2,8
ADR1517,0,0,0,1,1,2,6
MWB4000,0,0,0,0,1,1,4
MLS2856,1,0,0,0,1,2,8
BTR2026,0,0,1,1,1,3,7
ZCT1009,0,0,1,1,1,3,7
SEM1983,1,0,1,1,0,3,7
BDW1459,0,0,1,0,1,2,5
FAJ3101,0,0,1,1,1,3,7
CLR1239,1,0,0,0,0,1,4
LOP1708,0,0,0,1,1,2,6
GKK2422,0,0,0,1,1,2,6
MYB3817,1,0,0,1,1,3,10
JBO2839,0,0,0,0,1,1,4
JTC0941,1,0,0,0,1,2,8
IKA2925,0,0,0,1,1,2,6
JSN1905,1,0,1,1,1,4,11
JRL2365,0,0,0,0,1,1,4
GJB0850,1,0,0,1,1,3,10
LMD2804,1,0,0,1,1,3,10
KMB3003,1,0,1,0,1,3,9
LWV1525,1,0,0,1,1,3,10
RBB3867,1,0,0,1,1,3,10
ARF0575,0,0,1,1,1,3,7
WSC2981,1,0,0,1,1,3,10
HKT1778,1,0,0,1,1,3,10
MAS3218,1,0,1,1,0,3,7
MJG2304,1,0,0,1,1,3,10
CCH1508,0,0,0,1,1,2,6
HDN2609,1,0,1,0,1,3,9
FCM3926,0,0,0,0,1,1,4
DMR0336,0,0,0,0,1,1,4
XAB0936,0,0,0,0,0,0,0
LCB2041,0,0,0,1,1,2,6
ZJB0552,0,0,1,0,1,2,5
AKP3573,0,0,1,0,0,1,1
JRA0522,0,0,1,0,1,2,5
RLS1738,0,0,0,1,1,2,6
CWK2870,0,0,0,0,1,1,4
BRH1107,0,0,0,1,1,2,6
TEF3555,1,0,1,0,1,3,9
GEH0420,1,0,0,1,1,3,10
VCV2521,1,0,1,1,1,4,11
LJR0253,1,0,1,0,1,3,9
RPH2326,0,0,1,0,1,2,5
FJO1828,1,0,1,1,1,4,11
JIG1936,0,0,0,1,1,2,6
OAS0991,0,0,0,1,1,2,6
CRT2273,0,0,0,0,1,1,4
KGR2815,0,0,0,1,1,2,6
ACH1910,0,0,1,1,1,3,7
WDS2197,1,0,0,1,1,3,10
TJM0328,0,0,0,1,1,2,6
JJS2973,0,0,0,1,1,2,6
UDW0487,0,0,0,1,1,2,6
SHB2106,0,0,1,1,1,3,7
PCT1234,1,0,0,0,0,1,4
KAV2926,1,0,0,1,1,3,10
ADS0763,0,0,1,1,1,3,7
SKG1731,0,0,0,1,1,2,6
ISJ1479,1,0,1,0,1,3,9
CAG2236,0,0,0,1,0,1,2
YKW3832,1,0,0,1,1,3,10
AVC2328,0,0,1,0,1,2,5
CSP2186,1,0,0,1,1,3,10
DBG0477,0,0,0,1,1,2,6
HPR2023,1,0,1,1,0,3,7
HAR3571,1,0,1,0,0,2,5
NJM0440,0,0,0,0,1,1,4
IBW1779,1,0,0,1,1,3,10
BVB1673,1,0,1,1,0,3,7
DDF2937,1,0,1,1,0,3,7
NDH3827,1,0,0,1,1,3,10
NLS1866,0,0,1,1,1,3,7
MKM0647,0,0,1,0,1,2,5
DCR1531,1,0,0,1,1,3,10
BSB3083,0,0,1,0,1,2,5
SLM1119,1,0,0,0,1,2,8
KCO0269,1,0,1,0,1,3,9
HVS1143,1,0,1,1,1,4,11
JRR0829,1,0,1,0,0,2,5
BMF2337,1,0,1,0,1,3,9
JRK2707,0,0,1,1,1,3,7
CEC1352,1,0,0,1,1,3,10
KDB0266,0,0,1,0,1,2,5
MKR2138,1,0,1,1,1,4,11
ALS3440,1,0,1,1,1,4,11
AZG2343,1,0,0,0,0,1,4
RJS0846,1,0,0,1,1,3,10
BRG3267,1,0,0,0,1,2,8
QNW0977,0,0,0,1,1,2,6
CNT0946,0,0,0,0,1,1,4
DMR2518,0,0,1,1,1,3,7
DSB0245,1,0,1,1,1,4,11
LBR1387,1,0,1,0,1,3,9
CKB3645,0,0,0,0,1,1,4
DHG0962,1,0,1,0,1,3,9
HMR0098,1,0,1,0,1,3,9
TLW2668,1,0,0,0,1,2,8
LLH3157,0,0,1,1,1,3,7
WNC0874,0,0,0,0,0,0,0
MNC0433,0,0,0,0,1,1,4
IWG0058,1,0,0,1,1,3,10
LBM3284,1,0,0,1,1,3,10
HZH0297,0,0,0,1,1,2,6
UXC1495,1,0,0,0,1,2,8
EHD1744,1,0,0,1,0,2,6
KMC2028,0,0,0,1,1,2,6
HWV1621,0,0,0,1,0,1,2
EFC1153,0,0,1,1,1,3,7
CGT3148,0,0,1,0,1,2,5
JKC3349,0,0,0,1,1,2,6
RJW1440,0,0,1,0,1,2,5
ELB0033,0,0,0,1,1,2,6
RLP3268,1,0,0,0,1,2,8
WEC3721,0,0,0,0,1,1,4
CRJ3070,1,0,0,1,1,3,10
WRM0515,0,0,0,1,1,2,6
ZNG3404,1,0,0,1,1,3,10
NKV1451,0,0,1,0,1,2,5
GSB0666,0,0,1,0,1,2,5
FCK3307,1,0,0,1,1,3,10
RHD0787,1,0,1,1,1,4,11
MFL0355,0,0,0,1,1,2,6
SMO0458,0,0,0,1,1,2,6
GMF1213,1,0,1,1,1,4,11
JNR2260,1,0,0,0,1,2,8
AAH0721,1,0,0,1,1,3,10
ORB2880,1,0,0,0,1,2,8
BXG3763,0,0,0,1,1,2,6
BKF0427,0,0,0,1,1,2,6
CCW2381,0,0,1,0,1,2,5
CXB2183,0,0,0,1,1,2,6
MDP0161,0,0,0,1,1,2,6
JNP1240,1,0,0,0,0,1,4
ANM0564,1,0,1,1,1,4,11
MCS0512,0,0,0,1,1,2,6
DKD2409,1,0,0,1,0,2,6
SWR3808,1,0,0,1,1,3,10
CWA2549,1,0,1,1,0,3,7
BDK0854,1,0,0,1,1,3,10
BBC3733,0,0,0,0,1,1,4
KHP1043,1,0,0,0,1,2,8
ANC1950,0,0,1,0,1,2,5
ISS0949,0,0,1,0,1,2,5
AEH0187,0,0,1,0,0,1,1
MDD1920,0,0,0,1,1,2,6
DAM0096,1,0,1,0,1,3,9
RAI1483,1,0,1,0,1,3,9
UKC1192,0,0,1,1,1,3,7
SIS3576,1,0,0,0,1,2,8
QJF3038,1,0,0,0,1,2,8
DTW1276,1,0,1,1,1,4,11
KAH2398,1,0,0,1,1,3,10
LPC2011,1,0,1,1,1,4,11
EWA1486,1,0,0,0,1,2,8
HSH0292,0,0,0,1,1,2,6
PCM0609,1,0,0,0,1,2,8
CKB0169,1,0,1,0,1,3,9
SJW3131,0,0,1,0,1,2,5
EKC3706,1,0,0,1,1,3,10
VCV1353,1,0,0,1,1,3,10
HJW2646,1,0,1,0,1,3,9
BQV1308,1,0,1,1,1,4,11
LFR0075,0,0,0,1,1,2,6
CAO3117,0,0,1,1,1,3,7
IMP0960,0,0,1,0,1,2,5
DEN0236,0,0,1,1,1,3,7
HHK0652,0,0,1,0,1,2,5
DNH0308,0,0,0,1,1,2,6
FHA3387,0,0,0,1,1,2,6
MTC0855,1,0,0,1,1,3,10
FMN0013,0,0,0,0,1,1,4
DRB0202,1,0,1,1,1,4,11
DMW2128,1,0,1,1,1,4,11
OKF2007,0,0,1,0,1,2,5
TAW2664,0,0,0,0,1,1,4
CAM1323,0,0,1,1,1,3,7
JCR1536,1,0,0,0,1,2,8
HDL2297,1,0,0,1,1,3,10
SCG2695,0,0,1,1,1,3,7
SKB3336,0,0,0,1,1,2,6
CTP2225,0,0,0,1,0,1,2
MBC0803,1,0,1,0,1,3,9
CHB1062,0,0,0,1,1,2,6
NBT3447,0,0,0,1,1,2,6
TGW2782,1,0,0,1,1,3,10
TEC3006,1,0,1,1,1,4,11
TWH1178,1,0,1,1,1,4,11
SGV2780,0,0,0,1,1,2,6
TAN2642,0,0,1,1,0,2,3
CGB3928,0,0,0,1,1,2,6
MBH3427,1,0,1,1,1,4,11
WNR0661,1,0,1,0,1,3,9
LMA3676,1,0,0,1,1,3,10
ESS3318,0,0,0,1,1,2,6
LFC2015,1,0,1,1,1,4,11
JVS2308,0,0,0,1,1,2,6
DRM2927,1,0,0,1,1,3,10
GKG3414,1,0,1,1,1,4,11
JCF0800,1,0,1,0,0,2,5
NMM1844,0,0,1,1,0,2,3
AFB0904,1,0,0,0,1,2,8
FGN0375,1,0,0,1,1,3,10
ESH2077,1,0,1,1,1,4,11
THM1021,1,0,0,1,1,3,10
TGC1489,0,0,0,0,1,1,4
XKR2059,0,0,1,1,1,3,7
BAO2928,1,0,0,1,0,2,6
MJH3822,1,0,0,1,1,3,10
JAW0551,0,0,1,0,0,1,1
JLM3847,0,0,0,0,0,0,0
SCH1013,1,0,1,1,1,4,11
JBD3707,1,0,0,1,1,3,10
SDW0370,1,0,0,1,1,3,10
PCA3344,1,0,0,1,1,3,10
HTC1750,1,0,0,1,1,3,10
CLG3616,1,0,0,1,1,3,10
RCH3740,1,0,0,0,1,2,8
WNR0091,0,0,1,0,1,2,5
JMG3365,0,0,0,1,1,2,6
FQG2974,0,0,0,1,1,2,6
IMM3253,1,0,0,0,1,2,8
TAH0933,1,0,0,0,1,2,8
ITK2781,1,0,0,1,1,3,10
IOR0152,0,0,0,0,1,1,4
VTK2978,1,0,0,1,1,3,10
KAC2449,0,0,0,1,1,2,6
JUH3378,1,0,0,1,1,3,10
KKD1980,1,0,1,1,1,4,11
DRJ0794,1,0,1,0,1,3,9
JXP3801,0,0,0,1,1,2,6
KVD2453,1,0,0,1,1,3,10
KSV2881,0,0,0,0,1,1,4
VQS3246,0,0,1,1,1,3,7
XCG2316,0,0,1,0,0,1,1
JAS0353,1,0,1,1,1,4,11
USD0600,1,0,1,0,1,3,9
FCS2824,1,0,0,0,1,2,8
QCD0386,0,0,0,1,1,2,6
FMS3285,1,0,0,1,1,3,10
NRN1312,0,0,1,1,1,3,7
UIM2818,1,0,0,1,1,3,10
BBH1056,0,0,0,1,1,2,6
KTC0474,0,0,0,1,1,2,6
ERO2454,0,0,0,1,1,2,6
TKC0514,0,0,0,1,1,2,6
NAR1527,0,0,0,1,1,2,6
JHP1799,1,0,0,0,1,2,8
WLC0115,0,0,1,0,1,2,5
BNS3233,1,0,1,1,1,4,11
SCM0778,0,0,1,0,1,2,5
NEC2446,0,0,0,1,1,2,6
ZLB1878,0,0,1,1,1,3,7
HMA1258,0,0,0,0,1,1,4
SUG0718,0,0,0,1,1,2,6
WDL0140,0,0,1,0,1,2,5
SBT2585,1,0,1,1,1,4,11
GKB1150,0,0,1,1,0,2,3
APM0190,0,0,1,1,1,3,7
JLR3930,0,0,0,1,1,2,6
FAJ3608,1,0,1,1,0,3,7
GMB3703,1,0,0,1,1,3,10
MMR0700,1,0,1,1,1,4,11
IAR1895,0,0,1,0,1,2,5
ORJ1401,1,0,1,1,1,4,11
WAL0050,1,0,0,1,1,3,10
KMR0373,0,0,1,1,1,3,7
KDR3234,0,0,1,1,1,3,7
DSF2557,1,0,1,0,1,3,9
MKW0157,0,0,0,0,1,1,4
SAB3860,0,0,0,0,1,1,4
VLM3572,0,0,1,0,1,2,5
CJC2371,1,0,0,0,1,2,8
FKH0804,1,0,1,0,1,3,9
SEM1862,0,0,1,1,1,3,7
MGG0080,0,0,0,0,1,1,4
AJS3899,0,0,0,1,1,2,6
RMN1355,1,0,0,1,1,3,10
JCW1332,1,0,1,0,1,3,9
TPS1568,1,0,0,1,1,3,10
ERG3905,0,0,0,1,1,2,6
KED1219,1,0,0,1,0,2,6
PPP1295,0,0,1,1,1,3,7
ZKR1397,1,0,1,1,1,4,11
PMG0284,0,0,0,0,1,1,4
CET3786,1,0,1,1,1,4,11
HMC0592,0,0,1,0,1,2,5
GBC0907,1,0,0,0,1,2,8
VWV1249,1,0,0,0,1,2,8
FSP0703,0,0,1,1,1,3,7
LLB3769,1,0,0,1,1,3,10
DDG1703,1,0,0,0,1,2,8
KLH0276,0,0,1,1,1,3,7
WLR0707,0,0,1,1,0,2,3
AAS0144,1,0,1,0,1,3,9
AHD2457,0,0,0,1,1,2,6
NBF3844,1,0,0,0,1,2,8
SCC1896,1,0,1,0,1,3,9
DAD1785,1,0,0,1,0,2,6
BJS0744,1,0,1,1,0,3,7
WBH1861,1,0,1,1,1,4,11
KIG1594,1,0,0,1,1,3,10
RFJ2193,0,0,0,1,1,2,6
EMO0159,0,0,0,0,1,1,4
ASM3925,0,0,0,0,1,1,4
FKM1622,0,0,0,1,1,2,6
ALT1354,1,0,0,1,1,3,10
AVP3044,1,0,0,0,1,2,8
BDV2474,1,0,1,0,1,3,9
ARB3934,1,0,0,1,1,3,10
GCL1782,0,0,0,1,1,2,6
BNS3594,0,0,1,1,1,3,7
ZNB3313,0,0,0,1,1,2,6
AHB0648,1,0,1,0,1,3,9
AGF1810,0,0,0,0,0,0,0
KFB2257,1,0,0,0,0,1,4
EHB0942,1,0,0,0,1,2,8
LCS3042,1,0,0,0,1,2,8
ACR0748,1,0,1,1,1,4,11
CLE3098,0,0,1,0,1,2,5
KOM1306,0,0,1,1,1,3,7
AJG0240,0,0,1,1,0,2,3
GSC0192,0,0,1,1,1,3,7
JTS2090,0,0,1,0,1,2,5
EKB3828,1,0,0,1,1,3,10
CIY1654,1,0,1,1,1,4,11
AEB3574,0,0,1,0,1,2,5
ODS0893,0,0,0,0,1,1,4
BHD0598,0,0,1,0,1,2,5
SIM3373,1,0,0,1,1,3,10
KWD3977,1,0,0,1,1,3,10
ROR3967,1,0,0,1,1,3,10
CTH3020,1,0,0,1,1,3,10
CID3640,0,0,0,0,1,1,4
AYA3962,1,0,0,1,1,3,10
GNB3337,0,0,0,1,0,1,2
BHG3238,1,0,1,1,1,4,11
GPD3917,1,0,0,0,1,2,8
DMH0011,0,0,0,0,1,1,4
GCM1580,0,0,0,1,0,1,2
LJE2413,1,0,0,1,1,3,10
BLS3327,1,0,0,1,1,3,10
AOC0982,0,0,0,1,1,2,6
THW1425,0,0,1,1,1,3,7
WRF3534,0,0,1,0,1,2,5
RAB0455,0,0,0,1,1,2,6
ADS2950,1,0,1,1,0,3,7
UKS1465,1,0,1,0,1,3,9
OCH2853,0,0,0,0,1,1,4
DCG2203,0,0,0,0,1,1,4
ABJ0281,0,0,1,0,0,1,1
ATF3951,0,0,0,1,1,2,6
DBL2605,1,0,1,0,1,3,9
MAK1309,0,0,1,1,1,3,7
EIY2749,0,0,1,0,1,2,5
TBC2256,1,0,0,0,1,2,8
TMB1474,0,0,1,0,1,2,5
ROS2030,0,0,0,1,1,2,6
SWH1053,1,0,0,1,1,3,10
EMK3809,1,0,0,1,1,3,10
ICP3710,1,0,0,1,1,3,10
MBS1375,0,0,1,0,1,2,5
KRN2211,1,0,0,0,1,2,8
JVZ3437,0,0,1,1,1,3,7
CJH0382,0,0,0,0,1,1,4
NHK2846,1,0,0,0,1,2,8
RLK3490,0,0,0,0,1,1,4
NSB1016,0,0,1,1,1,3,7
JRR3014,0,0,0,1,1,2,6
ABW0501,1,0,0,0,1,2,8
SCB1280,1,0,1,1,1,4,11
MDH2713,0,0,1,1,1,3,7
TTD2873,0,0,0,0,1,1,4
WVC3623,1,0,0,1,1,3,10
SMG1268,1,0,1,1,0,3,7
VSJ2569,0,0,0,1,0,1,2
JNG1998,0,0,1,0,1,2,5
TZM0716,0,0,0,1,1,2,6
RKW1754,1,0,0,1,1,3,10
MGB0326,0,0,0,1,1,2,6
SSD3197,1,0,0,1,1,3,10
TVC2918,0,0,0,1,1,2,6
RML2789,1,0,0,1,1,3,10
EHV1237,0,0,0,0,1,1,4
LHH2148,1,0,1,1,1,4,11
PJF2579,0,0,0,1,1,2,6
TDM2658,0,0,1,0,1,2,5
MCQ1546,1,0,0,0,1,2,8
NHY0685,0,0,1,1,1,3,7
KJB3654,0,0,0,0,1,1,4
AME1490,0,0,0,0,0,0,0
BHB2598,1,0,1,1,0,3,7
AAB0398,1,0,0,0,1,2,8
XAL2816,0,0,0,1,1,2,6
KNK1428,0,0,1,1,1,3,7
IGP1784,0,0,0,1,1,2,6
FTF1665,0,0,1,1,1,3,7
WSB1368,0,0,1,1,1,3,7
REM0580,1,0,1,0,0,2,5
FTS0246,0,0,1,1,1,3,7
WHL3282,1,0,0,1,1,3,10
EAM1432,0,0,1,1,1,3,7
TAB3539,0,0,1,0,1,2,5
BAL3618,1,0,0,1,1,3,10
GMI1134,1,0,1,0,1,3,9
DFM2933,1,0,0,1,1,3,10
SZG0325,0,0,0,1,1,2,6
RFS1633,0,0,0,1,1,2,6
CWH3487,1,0,0,0,1,2,8
GRM1511,1,0,0,1,0,2,6
LRG3408,0,0,0,1,1,2,6
OQL3890,0,0,1,0,1,2,5
NHM1805,0,0,0,0,1,1,4
SGC1001,0,0,0,1,1,2,6
DDG1822,0,0,0,0,1,1,4
NSW0122,1,0,1,1,1,4,11
BKS2069,1,0,1,1,1,4,11
DLM2826,1,0,0,0,1,2,8
HAR1101,0,0,0,1,1,2,6
MCS1078,1,0,0,1,1,3,10
EUV1842,0,0,1,1,1,3,7
WKS3265,0,0,0,0,1,1,4
WKT0099,0,0,1,0,1,2,5
ASS0120,1,0,1,1,1,4,11
CHL2644,1,0,1,0,1,3,9
BLH3602,1,0,1,1,1,4,11
BYC3970,0,0,0,1,1,2,6
JHH3462,0,0,0,1,1,2,6
MJA2380,0,0,1,0,1,2,5
BNR3128,1,0,1,0,0,2,5
DZG0889,1,0,0,0,1,2,8
PSD1409,0,0,1,0,1,2,5
MSH2210,1,0,0,0,1,2,8
RTS2009,0,0,1,1,1,3,7
IDB1059,1,0,0,1,1,3,10
OJB1538,1,0,0,0,1,2,8
HBD1371,0,0,1,1,1,3,7
OJG3395,1,0,0,1,0,2,6
IWW0699,1,0,1,1,1,4,11
HJR2127,1,0,1,1,1,4,11
BXG1340,1,0,1,0,1,3,9
KLG0439,1,0,0,0,1,2,8
EKN3760,0,0,0,1,1,2,6
RDB1645,0,0,1,1,1,3,7
ERA0725,0,0,1,0,1,2,5
CNS2548,1,0,1,1,1,4,11
CWT3747,1,0,0,1,1,3,10
TJL3603,1,0,1,1,1,4,11
JHF1356,0,0,0,1,1,2,6
SAS1098,0,0,0,1,1,2,6
TPM0234,0,0,1,1,0,2,3
RRD2697,0,0,1,1,1,3,7
JCJ2572,1,0,0,1,0,2,6
JVC2443,1,0,0,0,0,1,4
JHE3080,0,0,1,0,1,2,5
SJC3900,0,0,0,1,1,2,6
SRP2080,0,0,1,1,1,3,7
RRS2359,1,0,0,0,1,2,8
EPW3971,1,0,0,1,1,3,10
TCH2233,0,0,0,1,1,2,6
PKB2483,1,0,1,0,1,3,9
RSW3232,0,0,1,1,1,3,7
CPC0724,1,0,1,0,1,3,9
BCB0521,1,0,1,0,1,3,9
ATM1615,1,0,0,1,1,3,10
NJO1460,0,0,1,0,1,2,5
BYF3784,0,0,1,1,1,3,7
IIW0036,0,0,0,1,1,2,6
WMM0873,1,0,0,0,0,1,4
DCW1901,1,0,1,0,1,3,9
BDB2163,1,0,0,0,1,2,8
BDP0031,1,0,0,1,1,3,10
JDH1550,0,0,0,0,1,1,4
RCB0302,1,0,0,1,1,3,10
ABM3772,1,0,1,1,1,4,11
ABM3687,0,0,0,1,0,1,2
WMR2723,0,0,1,1,1,3,7
BNW3985,1,0,0,0,1,2,8
MST2486,0,0,1,0,1,2,5
JCH1952,1,0,1,0,1,3,9
YIP1802,1,0,0,0,0,1,4
NSM1464,0,0,1,0,1,2,5
KMW0259,0,0,1,1,1,3,7
JTJ3700,0,0,0,1,1,2,6
PCB1603,1,0,0,1,1,3,10
TCB0550,1,0,1,0,1,3,9
ASS2760,0,0,1,1,1,3,7
ZHB1392,1,0,1,1,1,4,11
IFC0958,1,0,1,0,0,2,5
MLW2240,0,0,0,1,1,2,6
JCB3054,0,0,0,0,1,1,4
GWW3788,1,0,1,1,1,4,11
TRH1083,1,0,0,0,1,2,8
ACH0008,0,0,0,0,1,1,4
CCC0491,1,0,0,0,1,2,8
JOC3621,0,0,0,1,1,2,6
VCH3696,0,0,0,1,1,2,6
IMS0862,0,0,0,1,0,1,2
QRJ0691,0,0,1,1,1,3,7
RLR0365,1,0,1,0,1,3,9
EMC3609,0,0,1,1,1,3,7
HJB0220,0,0,0,1,1,2,6
MEW1406,0,0,1,0,1,2,5
YQB2309,0,0,0,1,0,1,2
